name,type,population,Lat,Long
Binaliw,hamlet,,10.415833,123.905556
Binangig,hamlet,,11.4871,122.7914
Binantocan,hamlet,,11.4073,122.8602
Bincong,hamlet,,13.270886,121.363518
Bindoy,town,,9.866667,123.05
Bingag,hamlet,,9.620753,123.805704
Bingag,hamlet,,12.665691,120.887681
Bingawan,town,,11.208436,122.566569
Bingay,village,,10.805781,124.029823
Binitin,hamlet,,13.398056,120.492222
Binocyahan,hamlet,,11.159455,125.199151
Binongcalan,village,,10.644922,124.023613
Binongtoan,hamlet,,11.297534,125.109666
Bintangan,village,,9.247721,123.625938
Binuangan,town,,8.916667,124.8
Binungto-an,hamlet,,11.216667,124.833333
Binutocan,hamlet,,11.418168,122.87122
Bioso,hamlet,,11.686457,124.85307
Birauan,hamlet,,11.650319,124.749668
Biri,town,,12.681635,124.361974
Bitaog,hamlet,,11.8192,121.8824
Bita-og,hamlet,,11.139444,125.283333
Bitaogan,village,,11.180544,122.627585
Bitas,village,,10.700147,122.390113
Bitaug,village,,9.296559,123.617073
Bitaug,hamlet,,10.031725,126.070225
Bitayan,hamlet,,11.4034,122.5325
Bitlang,hamlet,,10.36083,123.794755
Bitling,hamlet,,11.927667,123.739153
Bito,hamlet,,11.058,124.3894
Biton,hamlet,,12.383333,123.766667
Bitong,hamlet,,12.6578,123.6127
Bitoon,hamlet,,11.317644,123.886431
Bitoon,hamlet,,11.3233,122.6681
Bito-on,village,,11.232864,123.994128
Bliss,village,,12.661787,123.888962
Bliss,village,,11.569231,124.418012
Boac,town,,13.448353,121.841873
Bo-ac,hamlet,,11.4182,122.9262
Boayahan,hamlet,,9.709722,124.192778
Bobon,town,,12.52578,124.564198
Bobon,hamlet,,11.091111,125.679167
Boctonadoc,hamlet,,11.8,122.216667
Bodong,hamlet,,12.0959,123.9415
Bogho,village,,9.945265,123.414819
Bogo,village,,9.857555,123.570171
Bogo,hamlet,,10.133333,124.166667
Bogtong,village,,12.928765,124.047872
Bogtong,hamlet,,11.140278,125.676111
Boho,village,,12.857104,124.020545
Bohoon,village,,9.629759,123.475324
Bolaho,hamlet,,11.00179,125.77891
Bolanao,hamlet,,11.7541,121.9707
Bolangoan,hamlet,,12.3531,121.2758
Bolho,hamlet,,11.7633,121.8732
Bolilao,village,,10.712438,122.554635
Bolilaqui,hamlet,,11.2808,124.0578
Boljoon,town,,9.633333,123.433333
Bolo,hamlet,,12.286052,121.176512
Bolok Bolok,village,,10.113676,123.533578
Bolongtd,hamlet,,11.133333,124.95
Bolusao,village,,11.129167,125.260833
Bolusao,hamlet,,11.129167,125.260833
Bombon,hamlet,,12.59943,121.454114
Bonbon,village,,9.198455,124.637149
Bonbon,village,,10.224538,123.557334
Bonbon,village,,10.366603,123.827714
Bonbon,hamlet,,13.4172,121.1857
Bonbonon,village,,10.125345,124.578922
Bones Aires,village,,9.793716,124.166555
Bonga,village,,9.217378,123.652449
Bonga Bonga,hamlet,,11.115146,124.882717
Bongabong,town,,12.744806,121.485269
Bongol,hamlet,,11.4294,122.707
Bongoyan,hamlet,,10.857428,124.002407
Bongtod,village,,11.016847,125.743338
Bongualog,hamlet,,9.787222,124.326944
Bonlao,village,,12.300092,122.073675
Bonod,hamlet,,11.3502,122.7059
Bonon-an,village,,11.393701,123.143327
Bontoc,town,,10.355868,124.969201
Bontod,hamlet,,12.188938,123.88796
Bonuyan,hamlet,,12.285553,121.052312
Bool,hamlet,,11.344095,124.117506
Bool,village,,11.679681,124.509868
Boot,village,,10.566911,124.019133
Borac,village,,12.053305,120.292688
Borac,hamlet,,11.949471,121.93951
Boray,hamlet,,11.107878,125.416338
Borbocalon,hamlet,,13.186792,121.276817
Borbon,town,,10.838068,124.029684
Borobantigue,hamlet,,12.603049,123.599805
Borongan,town,,11.608579,125.435328
Borongo,hamlet,,10.882529,124.709917
Borseth,hamlet,,11.230278,124.829444
Boruya,hamlet,,13.3929,121.1205
Bosey,hamlet,,11.0627,124.4003
Bosongon,hamlet,,9.933333,123.983333
Botbot,hamlet,,11.699,122.1015
Botic,hamlet,,11.101667,125.675
Botnga,hamlet,,11.1556,124.4229
Boyayawan,hamlet,,11.116667,125.7
Boyo,hamlet,,10.643101,124.025463
Boyog,hamlet,,10.115181,124.148641
Boyog,hamlet,,9.616667,124.2
Boyong,hamlet,,9.81715,124.28337
Brgy Nasunugan,hamlet,,10.695724,122.18033
Broce,village,,10.456743,123.430405
Bu̱ga,hamlet,,11.566389,122.820278
Buagsong,hamlet,,10.320794,123.949153
Bualos,hamlet,,11.083333,124.583333
Buang,hamlet,,11.756,122.1003
Buanoy,hamlet,,10.467464,123.699901
Buaya,village,,10.314006,123.993894
Buaya,hamlet,,11.0718,124.3827
Bubigagmanok,hamlet,,10.628969,123.750464
Bubog,village,,10.769352,122.968019
Bubog,hamlet,,11.7166,122.3463
Bucadbucad,hamlet,,12.275254,121.038112
Bucal,hamlet,,12.483333,123.466667
Budlaan,village,,10.379014,123.886015
Bued,hamlet,,12.475387,123.459807
Buena Fortuna,hamlet,,11.8177,122.0563
Buenaflor,hamlet,,12.128141,123.874664
Buenasuerte,village,,11.83401,122.083001
Buenavista,town,,8.973647,125.410066
Buenavista,town,,13.254745,121.943652
Buenavista,town,,10.697603,122.648111
Buenavista,town,,10.066667,124.15
Buenavista,village,,12.897079,124.11913
Buenavista,village,623,10.6746,124.4666
Buenavista,village,,11.141549,122.629024
Buenavista,hamlet,,10.998363,125.650959
Buenavista,hamlet,,9.840556,124.2225
Buenavista,hamlet,,11.8964,124.4605
Buenavista,hamlet,,11.200161,124.795174
Buenavista,hamlet,,11.2,124.833333
Buenavista,hamlet,,11.8159,122.0791
Buenavista,hamlet,,11.860278,121.902222
Buenavista,hamlet,,11.6728,122.0997
Buenavista,hamlet,,11.833,121.5216
Buenavista,hamlet,,12.176389,123.790556
Buenavista,hamlet,,12.1798,123.7932
Buenavista Norte,hamlet,,10.083333,124.116111
Buenos Aires,hamlet,,10.454734,123.047514
Buenos Aires,hamlet,,9.966667,123.916667
Bugang,village,,10.020482,124.397817
Bug-ang,village,,9.10788,124.71069
Bugas,village,,9.909922,123.403479
Bugasong,town,,11.042913,122.067037
Bugasongan,hamlet,,11.6974,122.3402
Bugho,hamlet,,9.633333,124.05
Bugho,hamlet,,11.2,124.85
Bugtong,village,,12.861615,124.096276
Bugtong,village,,12.086013,119.9414
Bugtong,hamlet,,11.841667,124.064722
Bugtong,hamlet,,12.016667,124
Bugtong,hamlet,,12.349321,123.270094
Bugtong Bato,hamlet,,11.8072,122.2127
Buhang Taft-North,village,,10.717919,122.550261
Buhangin,hamlet,,13.309684,121.271018
Buhangon,hamlet,,9.683333,124.133333
Buhatan,village,,12.975497,124.047779
Buhay,village,,10.782447,122.435336
Buhian,hamlet,,10.083333,124.283333
Buhisan,village,,10.321741,123.838372
Buho,hamlet,,12.607328,123.608268
Bukali,hamlet,,11.091667,125.225833
Bula,hamlet,,11.448,122.5685
Bulabo,hamlet,,11.050648,125.73059
Bulabog,village,,11.967564,121.926778
Bulabud,hamlet,,11.4588,122.5147
Bulacao,village,,12.88663,124.094483
Bulalacao,town,,12.32649,121.340135
Bulalacao,hamlet,,12.325349,121.343513
Bula-Mambusao School,hamlet,,11.446566,122.593636
Bulan,town,,12.667773,123.877568
Bulazo,hamlet,,13.413889,120.483333
Bule,hamlet,,12.230856,121.083612
Buliran,hamlet,,13.137395,121.267317
Bulo-an,hamlet,,11.817554,124.738366
Buluang,hamlet,,10.466667,123.983333
Bulusan,town,,12.751813,124.137372
Bulwang,village,,11.716458,122.353315
Bunanun,hamlet,,11.693115,124.750447
Bunbun,hamlet,,9.6,124.216667
Buncarot,hamlet,,12.95,121.366667
Buncogan,hamlet,,11.536655,124.343149
Bunga,hamlet,,11.7241,122.0933
Bunga,hamlet,,11.4086,122.5569
Bungabungan,hamlet,,11.3446,122.8736
Bunganbungan,hamlet,,12.183333,121.1
Bungao,hamlet,,13.221289,121.388417
Bungkalan,hamlet,,12.237856,121.092112
Bunglas,hamlet,,11.171389,123.060556
Bunglos,hamlet,,12.164361,121.109312
Bungod,hamlet,,11.3492,122.6316
Bungsi,hamlet,,11.3957,122.5698
Bunlao,hamlet,,12.250855,121.088212
Bunuaya,hamlet,,12.256755,121.039912
Buot-Taup,village,,10.348288,123.808559
Bura,village,,9.17183,124.65406
Bura,village,,9.176199,124.651939
Burabod,village,,11.699543,124.406527
Burabod,village,,11.478961,124.452468
Burabod,hamlet,,12.5835,123.6175
Burabud,hamlet,,11.183333,124.783333
Burabud,hamlet,,11.2,124.833333
Burabud,hamlet,,11.388036,124.491221
Buracan,hamlet,,12.126297,123.840352
Burak,hamlet,,11.051722,125.016594
Burao,hamlet,,12.525,123.7474
Burao,hamlet,,12.5434,123.7285
Burauen,town,,10.976802,124.895687
Burgos,town,,10.017681,126.074762
Burgos,village,,12.881948,124.069224
Burgos,hamlet,,12.694515,120.885337
Burgos,hamlet,,12.549507,123.70969
Buri,hamlet,,12.231667,121.084167
Buri,hamlet,,13.378056,120.489444
Buri,hamlet,,11.166667,124.983333
Buri,hamlet,,11.174444,124.876667
Buri,hamlet,,11.183621,124.95074
Buri,hamlet,,11.183333,124.8
Buri,hamlet,,11.949559,123.726593
Burias,hamlet,,11.4463,122.5497
Burinawan,hamlet,,12.295251,121.269512
Buro-Buro,locality,,11.029845,125.773743
Buruanga,hamlet,,11.844278,121.88841
Bury,hamlet,,13.066667,121.35
Bury,hamlet,,13.3524,121.0812
Busale,village,,11.491778,124.447575
Busay,village,,10.361296,123.886814
Busay,hamlet,,11.083333,125.7
Busay,hamlet,,12.2189,123.811
Busay,hamlet,,12.5191,123.6854
Buslugan,hamlet,,12.4,121.016667
Busngalan,hamlet,,12.19718,123.850939
Buso,hamlet,,12.309343,122.613911
Busogan,village,,10.975492,123.930847
Busuang,hamlet,,11.7135,122.3871
Busuanga,town,,12.166667,119.95
Buswang,hamlet,,12.30045,121.319912
Butag,village,,12.629461,123.938345
Butas,hamlet,,13.274786,121.312718
Butong,village,,10.000057,123.4345
Butoyon,hamlet,,10.101389,124.264444
Bu-wang,hamlet,,12.571432,121.458814
Buyag,hamlet,,12.0457,123.9815
Buyo,village,,11.180611,122.591139
Buyo,hamlet,,11.7578,121.8729
Buyo (lower),village,,11.665449,124.351583
Buyoan,hamlet,,9.836752,124.482395
Caacob,hamlet,,11.82733,121.476236
Caanibungan,village,,11.501709,124.560623
Cabacnitan,hamlet,,9.9,124.483333
Cabacongan,village,,9.870978,123.7653
Cabacongan,village,,10.933333,124.981667
Cabadiangan,village,,10.452621,123.984613
Cabagahan,hamlet,,9.749444,124.349722
Cabagtan,hamlet,,11.048383,124.59145
Cabahangan,village,,10.401116,123.924318
Cabainetan,hamlet,,9.8,124.05
Cabaliwan,village,739,10.986276,124.531793
Cabalonan,hamlet,,11.112222,124.643056
Cabaluan,hamlet,,11.222778,124.535833
Cabancalan,village,,10.347454,123.93473
Cabancalan,hamlet,,12.617678,123.597188
Cabangahan,hamlet,,10.366667,123.966667
Cabangahan,hamlet,,11.366,122.7678
Cabangcalan,village,,12.395311,123.369824
Cabangila,hamlet,,11.502153,122.53385
Cabangkalan,hamlet,,10.733333,123.833333
Cabangusan,hamlet,,11.938572,121.95231
Cabantog,hamlet,,11.0513,124.5219
Cabaon-an,village,480,11.108779,124.640928
Cabaong,hamlet,,12.182159,121.114912
Cabasan,hamlet,,12.380985,123.308512
Cabasiangan,hamlet,,10.483056,123.856111
Cabatoan,village,,10.861081,124.730217
Cabato-an,hamlet,,10.95,125.033333
Cabatuan,town,,10.880332,122.48153
Cabatuan,hamlet,,10.016667,124.166667
Cabauah,hamlet,,9.813889,124.261667
Cabaugao,hamlet,,11.566667,122.4
Cabausa,hamlet,,10.045833,124.191667
Cabawalan,village,,11.301647,124.956176
Cabayo,hamlet,,9.866667,124.016667
Cabaywa,hamlet,,11.184319,124.930661
Cabcao,hamlet,,11.033333,125.733333
Cabigahan,hamlet,,12.444201,123.335113
Cabiguhan,village,,12.894377,124.073108
Cabiguhan,village,,12.9439,124.089051
Cabiguhan,hamlet,,13.266667,120.616667
Cabinong,hamlet,,10.133333,124.216667
Cabintan,village,1276,11.082842,124.719889
Cabirian,hamlet,,12.427943,121.108213
Cabiyangan,village,,10.303902,123.588708
Cabogao,hamlet,,11.3791,122.7622
Cabolutan,village,,12.600761,122.12964
Cabongaan,hamlet,,11.8851,124.4442
Cabonga-an,village,,10.687181,124.339624
Cabonga-an,hamlet,,11.073056,125.693889
Cabuan,town,,9.11401,124.79758
Cabuasa,hamlet,,9.933333,124.2
Cabucgayan,town,,11.472953,124.574997
Cabugaan,hamlet,,12.659422,122.231014
Cabugao,village,,11.926144,120.254085
Cabugao,hamlet,,11.538333,122.658333
Cabugao,hamlet,,11.3563,122.8986
Cabugao,hamlet,,12.5135,123.6877
Cabugawan,hamlet,,11.811381,124.825102
Cabug-Cabug,hamlet,,11.4317,122.9186
Cabul-an,town,,10.15576,124.045266
Cabulihan,village,1747,11.09469,124.587282
Cabulihan,hamlet,,9.94944,123.966969
Cabulihan,village,,10.164614,124.775838
Cabunga,village,,11.167955,122.622181
Cabung-cabung,hamlet,,10.690322,123.791231
Cabunlawan,village,,11.384313,120.097829
Cabuq cabug,hamlet,,11.3477,122.7531
"Cabuynan, Barangay",hamlet,,11.08129,125.025436
Cacao,hamlet,,12.600283,123.721504
Cadaatan,hamlet,,11.033333,123.966667
Cadac-an,village,,12.389091,125.26272
Cade-An,village,,12.377826,125.245129
Cadilang,village,,11.094656,122.619241
Cadio,hamlet,,11.4239,122.7585
Cadulan,hamlet,,12.213859,123.883774
Cadulawan,hamlet,,12.030807,123.921614
Cadu-Olan,hamlet,,11.4755,122.9344
Cagamutan del Norte,village,,12.35952,125.285912
Cagamutan del Sur,village,,12.355707,125.282947
Caganbuac,hamlet,,13.1401,121.1544
Cagano,village,,12.856782,124.129908
Cagara,hamlet,,12.4598,123.483
Cagaring,hamlet,,12.244255,121.118012
Cagaut,village,,11.121389,125.580833
Cagawasan,hamlet,,10.016667,124.283333
Cagay,hamlet,,12.27214,123.63091
Cagaya,hamlet,,10.05,124.183333
Cagayancillo,town,,9.616667,121.25
Cagboaya,hamlet,,12.566667,122.116667
Cagbo-aya,village,,12.58256,122.134496
Cagbuhangin,village,1443,11.100638,124.58495
Cagcagan,village,2698,10.7039,124.4379
Cagdianao,town,,10,125.633333
Cagdongon,village,,12.962254,123.676574
Cagmanaba,village,,13.057175,123.295296
Cagpandan,hamlet,,12.496884,123.46719
Cagting,village,,9.999526,124.54698
Caguray,hamlet,,12.284053,121.115212
Cagutsan,hamlet,,11.820278,124.681667
Cagwait,town,,8.9,126.233333
Cagwait,town,,8.916937,126.30111
Cahagnan,village,,10.206759,124.769054
Cahara,hamlet,,13.3585,121.1189
Cahayag,hamlet,,9.95,123.966667
Cahicong,hamlet,,10.133333,124.2
Cahoring,village,,10.045337,124.495386
Caibaan,village,,11.20604,124.990842
Caibiran,town,,11.57232,124.581336
Caidquid,hamlet,,11.4232,122.5539
Caingin,hamlet,,11.520833,122.911944
Cainyaman,hamlet,,12.016334,123.936075
Cairojan,village,,11.145535,122.605343
Cajelo,hamlet,,11.7197,122.3028
Cajidiocan,town,,12.36935,122.68623
Cajimos,hamlet,,12.594626,122.275313
Cala̱gag,hamlet,,11.417527,123.082993
Cala-am,hamlet,,11.4284,122.742
Calabad,hamlet,,12.17205,123.852873
Calabago,hamlet,,12.52273,122.326313
Calabanga,hamlet,,13.25,120.75
Calag,hamlet,,12.3536,121.3467
Calaguimit,village,,13.124042,123.431054
Calalas,hamlet,,12.4042,121.3294
Calalilan,village,,9.212212,123.501471
Calambua,hamlet,,10.916667,123.95
Calampitan,hamlet,,13.0976,121.0297
Calanay,hamlet,,12.471036,123.253068
Calangahan,hamlet,,10.689653,123.905472
Calangahan,hamlet,,12.329742,122.562812
Calangcang,hamlet,,11.7055,122.3039
Calanipawan,village,,11.210686,125.000734
Calansan,hamlet,,13.519119,120.447761
Calapan,town,,13.407048,121.177848
Calapan,hamlet,,13.4117,121.1803
Calapaoan,hamlet,,11.526944,122.809167
Calape,town,,9.888889,123.883333
Calapian,hamlet,,9.75,124.15
Calatrava,town,,10.594044,123.476384
Calatrava,town,,12.619402,122.070392
Calatrava,village,,9.903171,124.148307
Calawag,town,,10.669687,119.57066
Calawisan,village,,10.276392,123.934398
Calayugan Sur,hamlet,,9.848713,123.799849
Calbasag,hamlet,,10.966667,125.033333
Calbiga,town,,11.633333,125.116667
Calbugos,hamlet,,11.247373,124.449089
Calcalan,hamlet,,11.066988,123.964076
Calcalon,village,,9.788532,123.352805
Calero,village,,13.416425,121.183266
Calero,hamlet,,11.71941,124.771779
Calima,hamlet,,13.117595,121.466217
Calima,hamlet,,13.136494,121.468117
Calimbajan,village,,11.737333,122.259493
Calinog,town,,11.122823,122.520213
Calintaan,town,,12.603945,121.116086
Calintaan,town,,12.571933,120.943687
Calipalan,hamlet,,12.541527,123.742959
Calipayan,hamlet,,10.966667,125
Callan,hamlet,,11.6599,122.1012
Calmante,village,1311,10.645076,124.493921
Calogcog,hamlet,,11.182374,124.894246
Calogmaan,hamlet,,12.316667,122.6
Calongay,village,,12.933173,123.666883
Calotan,hamlet,,11.192222,125.530278
Calowayan,hamlet,,11.212633,125.183793
Calpi,hamlet,,12.220141,123.823426
Calpi,hamlet,,12.571722,123.637446
Calubian,town,,11.445953,124.428046
Calubihan,village,,10.721128,122.551637
Caluit,village,,12.280927,119.934888
Calumpang,hamlet,,12.124471,123.598985
Calunacon,village,,12.540126,122.011724
Calunasan,hamlet,,11.0803,124.4468
Caluya,town,,11.930458,121.547312
Camaire,hamlet,,11.13547,125.010666
Camanbugan,village,,10.057934,124.437394
Camance Norte,hamlet,,11.7367,122.3617
Camanga,hamlet,,11.123056,125.602778
Camangahan,village,,10.709944,122.311555
Camanse,hamlet,,11.1273,124.4327
Camansi,hamlet,,10.733333,123.833333
Camansinay,village,,11.295011,124.90742
Camantao,hamlet,,12.420556,122.003889
Camantigue,hamlet,,12.616667,121.55
Camay,hamlet,,11.016667,123.966667
Cambacay,hamlet,,9.8,124.133333
Cambaling,hamlet,,9.77,124.183333
Cambanay,hamlet,,10.544588,123.986383
Cambantog,hamlet,,11.090402,124.681943
Cambaog,hamlet,,12.465841,121.010513
Cambaquiz,village,,9.886452,123.791479
Cambaro,village,,10.325198,123.94966
Cambaro,hamlet,,10.094778,124.961774
Cambayog,hamlet,,10.45,124.016667
Cambigsi,hamlet,,9.743611,124.166944
Cambinocot,village,,10.463147,123.897481
Cambinoy,hamlet,,11.066667,124.383333
Cambuac,hamlet,,9.64891,124
Cambuac Norte,hamlet,,9.65,124
Cambungal,hamlet,,12.398309,123.415038
Cambungol,hamlet,,12.399688,123.389999
Camburanan,hamlet,,11.329,122.5227
Cambutoy,hamlet,,11.0991,124.4399
Cameri,hamlet,,11.130053,125.00267
Camili,village,,12.27305,122.051997
Camilmil,village,,13.405816,121.175056
Camilmil,hamlet,,13.3955,121.1772
Caminauit,hamlet,,12.33135,121.082513
Camisan,hamlet,,9.633333,124.033333
Camitobitohan,hamlet,,12.607877,123.667547
Camp 5,village,,10.43278,123.897933
Camp 7,village,,10.321522,123.770735
Camp 8,village,,10.312571,123.754556
Camp Ahern,hamlet,,13.25,121.033333
Camp Downes,village,2596,10.996618,124.618259
Camp Good Hope,hamlet,,13.25,121.05
Campagao,hamlet,,9.766667,124.066667
Campalanas,village,,9.119859,123.573647
Campalingo,hamlet,,12.290444,122.618211
Campangos,village,,11.500275,124.445882
Campao,hamlet,,10.083154,124.132481
Camparang,hamlet,,11.024167,125.732778
Campatic,hamlet,,11.1446,124.4108
Campatoc,hamlet,,11.2528,124.0647
Campatok,hamlet,,9.65,123.9
Campatong,hamlet,,11.1314,124.4292
Campo,village,,10.642944,124.318439
"Campo 4, Talisay",village,,10.333918,123.799696
Campo Otso,village,,10.302759,123.755579
Campoyong,village,,11.021478,125.733433
Camutihan,hamlet,,13.537816,121.070541
Canagahan,village,,10.927547,123.961658
Canagahan,village,,10.942147,123.967936
Canagahan,hamlet,,11.082511,123.935855
Canahauan,hamlet,,11.826944,124.684722
Canahawan Gote,hamlet,,11.825026,124.725806
Canala,hamlet,,11.05,124.633333
Canamucan,village,,10.460911,124.014078
Canangay,village,,10.96752,123.982672
Canangcanan,village,,9.234998,124.694715
Canaocanao,village,,10.928533,123.999345
Canapnapan,hamlet,,9.702052,123.936748
Canaraw,hamlet,,13.366667,121.933333
Can-Avid,town,,11.983333,125.35
Canaway,village,2700,9.0651,123.0524
Canawayon,hamlet,,10.772353,125.66237
Canaya,hamlet,,12.333,121.2746
Canbanoy,hamlet,,9.882528,124.066951
Cancahorao,hamlet,,12.516667,123.4
Cancamay,hamlet,,10.016667,124.216667
Cance,hamlet,,11.016667,123.966667
Candagas,hamlet,,9.799444,124.275833
Candaguit,village,,10.043399,123.623218
Candahug,hamlet,,11.15,124.983333
Candaigan,hamlet,,9.816667,123.833333
Candajec,village,,9.956583,124.019683
Candangtang,hamlet,,9.616667,124
Candao,hamlet,,10.95,125.033333
Candapog,hamlet,,9.653333,123.907778
Candasig,hamlet,,9.733333,123.95
Candauisan,hamlet,,12.0092,123.9716
Candijay,town,,9.833333,124.483333
Candoni,town,,9.821667,122.597222
Candual,hamlet,,11.533333,122.776111
Canduman,village,,10.368307,123.935632
Canduroy,hamlet,,12.283333,122.016667
Cang Atong,hamlet,,11.0139,124.4592
Cang Binos,hamlet,,11.0831,124.3886
Cang Iras,hamlet,,9.81697,124.016523
Cang-agong,village,,9.210282,123.584976
Cang-apa,village,,9.196824,123.603488
Cangawa,hamlet,,9.655278,123.924444
Canghilbas,hamlet,,9.586944,123.792222
Cangmalalag,village,,9.273532,123.599728
Cangmangao,village,,10.09293,124.569132
Cangmundo,hamlet,,10.133333,124.233333
Cangumba,hamlet,,12.290244,122.636111
Canhabagat,village,,11.099133,123.998518
Canhandugan,hamlet,,11.135,124.779722
Canigaan,hamlet,,10.8,123.8
Canila,hamlet,,11.498934,124.481749
Caningag,village,,10.8807,124.7418
Canipa-an,hamlet,,11.8822,124.4523
Caniulosan,hamlet,,12.0613,123.9757
Canjalon,hamlet,,12.312943,122.665311
Canjaoas,hamlet,,12.140079,123.933285
Canjulao,village,,10.293384,123.93976
Canlangit,hamlet,,9.706389,124.381667
Canlasid,hamlet,,9.616667,124.016667
Canlimpong,hamlet,,9.647222,123.957778
Canliuag,village,,11.388889,125.582222
Canmagsay,hamlet,,11.040415,125.017201
Canmahila,hamlet,,11.282215,125.048452
Canmano,village,,9.900367,124.12275
Canmano,hamlet,,9.966314,124.034074
Canmuga,hamlet,,9.766667,124.116667
Cannangdon,hamlet,,9.837778,123.815556
Canoganit Pari,hamlet,,11.7586,122.0711
Canongo,hamlet,,12.601444,123.678655
Cansabusab,village,374,10.6669,124.4553
Cansaguit,hamlet,,9.839444,123.849444
Cansambag,hamlet,,9.749167,124.178056
Cansanit,village,,11.094425,123.991923
Cansi,hamlet,,10.733333,123.833333
Cansoso,hamlet,,9.883333,124.35
Cansudlao,hamlet,,9.959444,124.276111
Cantabaco,village,,10.305208,123.737297
Cantajay,hamlet,,11.033333,125.733333
Cantamis,hamlet,,9.816098,123.801733
Cantaongon,hamlet,,10.8,123.8
Cantilan,town,,9.342027,125.97293
Cantingas,hamlet,,12.306844,122.575711
Cantoba-on,hamlet,,10.733333,123.833333
Cantomangag,hamlet,,9.627778,124.197778
Cantomatis,village,,10.015122,123.566395
Cantores,hamlet,,10.085833,124.141944
Cantorna,hamlet,,12.6149,123.6296
Cantuhawon,hamlet,,10.95,124.4
Cantumog,village;hamlet,,10.59828,123.997466
Canubing,village,,13.357193,121.142395
Canubing 2,hamlet,,13.319327,121.117963
Can-untog,village,1363,10.981246,124.656058
Can-unzo,village,893,10.960542,124.548942
Canuog-nuog,hamlet,,12.162,123.7648
Canvirtudes,hamlet,,11.183333,124.866667
Canyuyu,hamlet,,11.170833,125.194167
Caohagan,hamlet,,10.202774,124.020034
Capaclan,hamlet,,12.589526,122.274813
Capaga,hamlet,,11.4379,122.7479
Capala,hamlet,,13.434375,121.819938
Capangehan,hamlet,,11.033889,125.021944
Capasigan,hamlet,,11.181611,122.698639
Capataga,hamlet,,11.6119,122.2117
Capatqan,hamlet,,10.966667,124.716667
Capila,hamlet,,9.805,124.127778
Capilla,hamlet,,11.133333,124.866667
Capitun-an,hamlet,,11.725409,124.72432
Capoocan,town,,11.293333,124.641944
Capsay,village,,12.452345,123.410879
Captain Claudio,hamlet,,10.389444,123.704167
Capul,town,,12.423062,124.182188
Caputatan,hamlet,,11.132389,123.983635
Caputatan Norte,village,,11.154885,123.972254
Caputatan Sur,village,,11.137285,123.973238
Carabalan,town,,10.097387,122.945832
Caranguian,hamlet,,12.90161,121.443216
Caratao,hamlet,,12.328148,121.359613
Carcar,town,,10.104416,123.647452
Caridad,village,,10.677675,123.804919
Caridad,village,,9.895593,126.109923
Caridad,village,,11.174722,125.583333
Caridad,village,,10.8315,124.7518
Caridad,hamlet,,11.3903,122.5261
Carigara,town,,11.299383,124.688841
Carles,town,,11.533333,123.25
Carles,town,,11.572672,123.134556
Carmelo,village,,10.70495,123.796691
Carmen,town,,9,125.25
Carmen,town,,9.824598,124.197447
Carmen,village,,10.592646,124.01719
Carmen,village,,10.358961,125.579522
Carmen,village,,12.616583,122.12119
Carmen,town,,9.228647,126.016888
Carmen,hamlet,,12.248755,121.113312
Carmen,hamlet,,11.3529,122.6098
Carmencita,hamlet,,11.4163,122.9435
Carnaza,hamlet,,11.25,124
Caroyocan,village,561,11.563037,124.315392
Carrascal,town,,9.368615,125.944285
Carriedo,village,,12.934363,124.104925
Casab-ahan,hamlet,,11.73707,124.754271
Casanayan,village,,11.516464,123.051715
Casay,village,,9.821678,123.553654
Casay,village,,12.843308,124.065046
Casiguran,town,,12.873478,124.009356
Casilda,village,1765,10.969079,124.537587
Casili,village,,12.935491,124.08279
Casili,hamlet,,10.366667,123.966667
Casiligan,hamlet,,13.098297,121.392317
Casilihan,hamlet,,13.260687,121.308018
Casilion,hamlet,,11.216667,124.733333
Casilion,hamlet,,11.1575,124.4745
Casinagan,village,,13.14028,123.432765
Castilla,town,,12.952792,123.875731
Castilla,hamlet,,11.138611,124.928333
Castillo,hamlet,,11.7234,122.2546
Catabana,hamlet,,11.5405,122.2169
Catagbacan,hamlet,,9.8,123.8
Catagbacon,hamlet,,9.847222,123.825833
Catagui,hamlet,,9.683333,124.166667
Catai̱gan,village,,12.001987,123.993649
Catamboan,village,,9.127754,123.628433
Catambuan,hamlet,,10.992778,124.480556
Catanbuan,hamlet,,11.015105,125.000781
Catapusan,hamlet,,12.657825,123.647502
Catarman,town,,12.499017,124.636254
Catarman,town,,9.123678,124.681675
Catarman,village,,10.387991,124.01075
Catarman,hamlet,,10.25,123.95
Catayungan,hamlet,,12.202858,121.100512
Catburawan,village,,13.018365,123.312867
Caticlan,village,,11.927815,121.953702
Caticugan,village,,9.206979,123.486145
Catigbian,town,,9.850278,124.000278
Catiguian,hamlet,,12.0715,123.9525
Catijana,hamlet,,9.744444,124.182222
Catingan,hamlet,,13.083198,121.419917
Catiningan,hamlet,,13.0489,121.425716
Catipayan,hamlet,,11.4088,122.9158
Catmon,town,,10.720693,124.013945
Catmon,village,639,11.078611,124.572392
Catmon,hamlet,,11.531944,122.879722
Catmon,hamlet,,11.55,124.866667
Catmon,hamlet,,11.4809,122.5201
Catmon,village,,11.524367,124.423027
Catmondaan,village,,10.684312,124.013431
Catongkolan,village,,10.70495,123.808367
Catubig,town,,12.4,125.066667
Catugasan,hamlet,,9.727222,124.166944
Catuiran,hamlet,,13.416667,121.133333
